,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,Nearby_Schools,Primary_Distance,Secondary_Distance
110,1119/268 Flinders Street Melbourne VIC 3000,300.0,"[-37.8178134, 144.9655688]",1,1,0,Apartment / Unit / Flat,hockingstuart Yarraville,3000,626,"{'distance': 2475.4, 'duration': 318.0}","{'distance': 1327.7, 'duration': 176.7}"
111,1212/199 William Street Melbourne VIC 3000,580.0,"[-37.8145042, 144.9576035]",2,1,0,Apartment / Unit / Flat,Areal Property - Box Hill,3000,614,"{'distance': 2001.3, 'duration': 280.4}","{'distance': 593.5, 'duration': 86.3}"
112,1011/408 Lonsdale Street Melbourne VIC 3000,350.0,"[-37.8125979, 144.9604012]",1,1,0,Apartment / Unit / Flat,City Residential Real Estate,3000,614,"{'distance': 1919.7, 'duration': 198.6}","{'distance': 878.3, 'duration': 127.8}"
113,104/58-66 La Trobe Street Melbourne VIC 3000,300.0,"[-37.8084287, 144.9670537]",1,1,0,Studio,Weare Partners Property Group Pty Ltd,3000,629,"{'distance': 824.0, 'duration': 98.0}","{'distance': 573.6, 'duration': 77.2}"
114,2603/500 Elizabeth Street Melbourne VIC 3000,900.0,"[-37.8072443, 144.9602814]",3,2,0,Apartment / Unit / Flat,BRADY residential,3000,612,"{'distance': 1511.1, 'duration': 158.2}","{'distance': 923.1, 'duration': 105.6}"
115,607/25 Therry Street Melbourne VIC 3000,500.0,"[-37.8069574, 144.9610991]",2,1,0,Apartment / Unit / Flat,Melcorp Real Estate,3000,614,"{'distance': 1290.0, 'duration': 132.1}","{'distance': 785.2, 'duration': 104.9}"
116,401/225 Elizabeth Street Melbourne VIC 3000,520.0,"[-37.8132308, 144.9623173]",1,1,0,Apartment / Unit / Flat,MICM Real Estate,3000,611,"{'distance': 2120.5, 'duration': 255.8}","{'distance': 1057.8, 'duration': 156.2}"
117,5408/500 Elizabeth Street Melbourne VIC 3000,440.0,"[-37.8072443, 144.9602814]",1,1,0,Apartment / Unit / Flat,BRADY residential,3000,612,"{'distance': 1511.1, 'duration': 158.2}","{'distance': 923.1, 'duration': 105.6}"
118,3905/318 Russell Street Melbourne VIC 3000,550.0,"[-37.8091709, 144.966801]",1,1,0,Apartment / Unit / Flat,Melcorp Real Estate,3000,626,"{'distance': 1163.2, 'duration': 126.9}","{'distance': 709.8, 'duration': 100.8}"
119,808/33 MacKenzie Street Melbourne VIC 3000,650.0,"[-37.80772140000001, 144.966885]",2,1,1,Apartment / Unit / Flat,Melcorp Real Estate,3000,629,"{'distance': 827.5, 'duration': 103.9}","{'distance': 720.7, 'duration': 109.4}"
120,304/8 Exploration Lane Melbourne VIC 3000,560.0,"[-37.8091129, 144.9684545]",2,2,0,Apartment / Unit / Flat,BRADY residential,3000,627,"{'distance': 870.6, 'duration': 115.7}","{'distance': 378.6, 'duration': 58.2}"
121,1905/568 Collins Street Melbourne VIC 3000,580.0,"[-37.8183759, 144.9554361]",2,1,0,Apartment / Unit / Flat,Austrump Glen Pty Ltd,3000,611,"{'distance': 1935.3, 'duration': 237.5}","{'distance': 1177.1, 'duration': 162.5}"
122,505/589 Elizabeth Street Melbourne VIC 3000,480.0,"[-37.8045817, 144.9581589]",1,1,0,Apartment / Unit / Flat,MICM Real Estate,3000,607,"{'distance': 1763.3, 'duration': 260.5}","{'distance': 684.2, 'duration': 103.8}"
123,121/538 Little Lonsdale Street Melbourne VIC 3000,580.0,"[-37.8136966, 144.953207]",2,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3000,604,"{'distance': 1662.6, 'duration': 248.2}","{'distance': 305.0, 'duration': 59.4}"
124,202/28 Little Lonsdale Street Melbourne VIC 3000,500.0,"[-37.8085882, 144.9706044]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3000,626,"{'distance': 987.7, 'duration': 120.0}","{'distance': 465.3, 'duration': 91.6}"
125,902/270 King Street Melbourne VIC 3000,560.0,"[-37.813751, 144.9550317]",2,1,1,Apartment / Unit / Flat,BRADY residential,3000,611,"{'distance': 1788.2, 'duration': 264.6}","{'distance': 433.9, 'duration': 78.6}"
126,5901/370 Queen Street Melbourne VIC 3000,820.0,"[-37.8101314, 144.9587648]",2,2,0,Apartment / Unit / Flat,Banksia Property Agency,3000,612,"{'distance': 1992.0, 'duration': 216.8}","{'distance': 623.2, 'duration': 98.8}"
127,1604/22-24 Jane Bell Lane Melbourne VIC 3000,650.0,"[-37.8102205, 144.9662652]",2,1,0,Apartment / Unit / Flat,Melcorp Real Estate,3000,621,"{'distance': 1234.8, 'duration': 129.5}","{'distance': 585.8, 'duration': 86.2}"
128,718/112 Abeckett Street Melbourne VIC 3000,450.0,"[-37.809286, 144.960046]",2,1,0,Apartment / Unit / Flat, Elite Real Estate,3000,615,"{'distance': 1626.2, 'duration': 172.0}","{'distance': 806.4, 'duration': 112.5}"
129,1804/628 Flinders Street Melbourne VIC 3000,800.0,"[-37.8209691, 144.9532525]",2,2,0,Apartment / Unit / Flat,Core Realty Pty Ltd,3000,610,"{'distance': 1673.3, 'duration': 218.3}","{'distance': 1379.7, 'duration': 204.7}"
130,3103/200 Spencer Street Melbourne VIC 3000,420.0,"[-37.816228, 144.9532465]",1,1,1,Apartment / Unit / Flat,Casa Real Estate,3000,609,"{'distance': 1797.1, 'duration': 244.3}","{'distance': 845.8, 'duration': 113.7}"
131,2112/80 A'Beckett Street Melbourne VIC 3000,550.0,"[-37.8089991, 144.9610792]",2,1,1,Apartment / Unit / Flat,Lucas Real Estate,3000,615,"{'distance': 1596.6, 'duration': 167.7}","{'distance': 901.9, 'duration': 126.2}"
132,511/668 Bourke Street Melbourne VIC 3000,475.0,"[-37.8166152, 144.9542789]",1,1,1,Apartment / Unit / Flat,MICM Real Estate,3000,613,"{'distance': 2019.8, 'duration': 279.5}","{'distance': 665.5, 'duration': 93.5}"
133,5402/81 Abeckett Street Melbourne VIC 3000,720.0,"[-37.8092252, 144.9613779]",2,2,1,Apartment / Unit / Flat,Fletchers Projects Rental,3000,615,"{'distance': 1631.0, 'duration': 176.1}","{'distance': 936.3, 'duration': 134.6}"
134,3709/120 Abeckett Street Melbourne VIC 3000,750.0,"[-37.8093086, 144.9597389]",2,2,1,Apartment / Unit / Flat,Core Realty Pty Ltd,3000,616,"{'distance': 1652.4, 'duration': 175.7}","{'distance': 780.3, 'duration': 108.7}"
135,24/131 La Trobe Street Melbourne VIC 3000,500.0,"[-37.8086568, 144.967786]",2,2,0,Apartment / Unit / Flat,Hodges Caulfield,3000,627,"{'distance': 1000.4, 'duration': 140.1}","{'distance': 508.5, 'duration': 82.6}"
136,2205/135 A’beckett Street Melbourne VIC 3000,500.0,"[-37.8097879, 144.9596466]",1,1,0,Apartment / Unit / Flat,LJ Hooker City Residential,3000,613,"{'distance': 1678.6, 'duration': 179.5}","{'distance': 754.1, 'duration': 105.0}"
137,3704/618 Lonsdale Street Melbourne VIC 3000,400.0,"[-37.8144741, 144.9541462]",1,1,0,Studio,MICM Real Estate,3000,608,"{'distance': 1722.2, 'duration': 243.4}","{'distance': 364.6, 'duration': 54.6}"
138,3704/318 Russell Street Melbourne VIC 3000,620.0,"[-37.8091709, 144.966801]",2,1,0,Apartment / Unit / Flat,Melcorp Real Estate,3000,626,"{'distance': 1163.2, 'duration': 126.9}","{'distance': 709.8, 'duration': 100.8}"
139,304/23 MacKenzie Street Melbourne VIC 3000,650.0,"[-37.8076799, 144.9669603]",2,1,0,Apartment / Unit / Flat,Melcorp Real Estate,3000,628,"{'distance': 786.6, 'duration': 96.4}","{'distance': 634.6, 'duration': 93.8}"
140,1410/120 A'beckett Street Melbourne VIC 3000,580.0,"[-37.8093086, 144.9597389]",2,2,0,Apartment / Unit / Flat,Core Realty Pty Ltd,3000,616,"{'distance': 1652.4, 'duration': 175.7}","{'distance': 780.3, 'duration': 108.7}"
141,3714/480 Elizabeth Street Melbourne VIC 3000,355.0,"[-37.8075067, 144.9604861]",1,1,0,Apartment / Unit / Flat,UniLodge,3000,612,"{'distance': 1419.2, 'duration': 154.4}","{'distance': 920.0, 'duration': 116.6}"
142,3405/568 Collins Street Melbourne VIC 3000,550.0,"[-37.8183759, 144.9554361]",2,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3000,611,"{'distance': 1935.3, 'duration': 237.5}","{'distance': 1177.1, 'duration': 162.5}"
143,1012/605 St Kilda Road Melbourne VIC 3000,780.0,"[-37.85091269999999, 144.9814593]",2,2,1,Apartment / Unit / Flat,Core Realty Pty Ltd,3000,536,"{'distance': 1169.3, 'duration': 119.5}","{'distance': 1169.3, 'duration': 119.5}"
144,1604/565 Flinders Street Melbourne VIC 3000,450.0,"[-37.8210586, 144.9559072]",1,1,0,Apartment / Unit / Flat,Barry Plant Docklands,3000,608,"{'distance': 1558.3, 'duration': 181.5}","{'distance': 1345.3, 'duration': 191.8}"
145,PO9P/191 Powlett Street East Melbourne VIC 3002,675.0,"[-37.8101099, 144.9860355]",2,2,1,Apartment / Unit / Flat,Caine Real Estate,3002,623,"{'distance': 1214.9, 'duration': 161.4}","{'distance': 1214.9, 'duration': 161.4}"
146,203/33 Cliveden Close East Melbourne VIC 3002,380.0,"[-37.8171001, 144.9767157]",1,1,1,Apartment / Unit / Flat,Dingle Partners,3002,644,"{'distance': 2426.3, 'duration': 315.5}","{'distance': 1062.3, 'duration': 158.1}"
147,9/322 Albert Street East Melbourne VIC 3002,990.0,"[-37.8098404, 144.9802739]",3,2,1,Apartment / Unit / Flat,Space Estate Agents Melbourne,3002,628,"{'distance': 1491.3, 'duration': 198.2}","{'distance': 936.7, 'duration': 131.5}"
148,12/174 George Street East Melbourne VIC 3002,495.0,"[-37.8147068, 144.9847196]",1,1,1,Apartment / Unit / Flat,Caine Real Estate,3002,625,"{'distance': 1231.6, 'duration': 183.4}","{'distance': 1795.0, 'duration': 217.5}"
149,107K/211 Powlett Street East Melbourne VIC 3002,550.0,"[-37.8096989, 144.9859936]",1,1,1,Apartment / Unit / Flat,Harcourts Melbourne City,3002,624,"{'distance': 1126.3, 'duration': 143.4}","{'distance': 1126.3, 'duration': 143.4}"
150,1105/162 Albert Street East Melbourne VIC 3002,420.0,"[-37.8100432, 144.9855313]",2,1,1,Apartment / Unit / Flat,BigginScott Richmond,3002,624,"{'distance': 1174.5, 'duration': 156.2}","{'distance': 1417.7, 'duration': 179.6}"
151,4/23 Albert Street East Melbourne VIC 3002,475.0,"[-37.8097759, 144.977391]",1,1,0,Apartment / Unit / Flat,BigginScott Richmond,3002,637,"{'distance': 1127.2, 'duration': 142.0}","{'distance': 543.5, 'duration': 73.4}"
152,23/2 Wellington Crescent East Melbourne VIC 3002,750.0,"[-37.81759600000001, 144.977542]",2,2,2,Apartment / Unit / Flat,Caine Real Estate,3002,641,"{'distance': 2208.9, 'duration': 309.9}","{'distance': 1240.9, 'duration': 178.3}"
153,7/126 Wellington Parade East Melbourne VIC 3002,1600.0,"[-37.8162107, 144.9859245]",3,2,1,Apartment / Unit / Flat,Caine Real Estate,3002,623,"{'distance': 1428.0, 'duration': 206.0}","{'distance': 1716.5, 'duration': 224.6}"
154,Unit 13P/189 Powlett St East Melbourne VIC 3002,600.0,"[-37.8104068, 144.9859454]",2,2,1,Apartment / Unit / Flat,Top Lane Property Pty Ltd,3002,624,"{'distance': 1248.7, 'duration': 169.5}","{'distance': 1248.7, 'duration': 169.5}"
155,104/150 Clarendon Street East Melbourne VIC 3002,950.0,"[-37.8120899, 144.9835967]",1,1,1,Apartment / Unit / Flat,Dingle Partners,3002,621,"{'distance': 1629.1, 'duration': 205.0}","{'distance': 1317.7, 'duration': 165.0}"
156,12 Vale Street East Melbourne VIC 3002,1150.0,"[-37.8190688, 144.9893458]",4,2,0,House,BigginScott Richmond,3002,621,"{'distance': 1361.3, 'duration': 214.5}","{'distance': 1583.4, 'duration': 221.5}"
157,1306V/296 Victoria Parade East Melbourne VIC 3002,750.0,"[-37.8091912, 144.9815952]",1,1,0,Apartment / Unit / Flat,Dingle Partners,3002,624,"{'distance': 1351.8, 'duration': 159.3}","{'distance': 1020.8, 'duration': 119.0}"
158,27/155 Powlett Street East Melbourne VIC 3002,575.0,"[-37.8113488, 144.9855803]",2,1,1,Apartment / Unit / Flat,Caine Real Estate,3002,614,"{'distance': 1280.0, 'duration': 175.2}","{'distance': 1324.7, 'duration': 166.1}"
159,203/150 Clarendon Street East Melbourne VIC 3002,950.0,"[-37.8120899, 144.9835967]",1,1,1,Apartment / Unit / Flat,Caine Real Estate,3002,621,"{'distance': 1629.1, 'duration': 205.0}","{'distance': 1317.7, 'duration': 165.0}"
160,8/108 George Street East Melbourne VIC 3002,450.0,"[-37.8152553, 144.9867895]",1,1,1,Apartment / Unit / Flat,Caine Real Estate,3002,623,"{'distance': 1115.5, 'duration': 160.2}","{'distance': 1782.6, 'duration': 226.3}"
161,2/8 Wellington Crescent East Melbourne VIC 3002,750.0,"[-37.8172238, 144.9776702]",2,2,2,Apartment / Unit / Flat,Harcourts Melbourne City,3002,641,"{'distance': 2163.5, 'duration': 299.0}","{'distance': 1195.6, 'duration': 167.4}"
162,P08P/191 Powlett Street East Melbourne VIC 3002,625.0,"[-37.8100943, 144.9860492]",2,1,1,Apartment / Unit / Flat,Caine Real Estate,3002,623,"{'distance': 1213.0, 'duration': 161.0}","{'distance': 1213.0, 'duration': 161.0}"
163,Unit 101/170 Albert St East Melbourne VIC 3002,435.0,"[-37.8096207, 144.985273]",1,1,1,Apartment / Unit / Flat,Top Lane Property Pty Ltd,3002,627,"{'distance': 1401.5, 'duration': 169.5}","{'distance': 1347.7, 'duration': 148.7}"
164,108/201 Powlett Street East Melbourne VIC 3002,495.0,"[-37.8096583, 144.9856197]",2,1,1,Apartment / Unit / Flat,Bow Residential,3002,626,"{'distance': 1093.3, 'duration': 140.5}","{'distance': 1093.3, 'duration': 140.5}"
165,1/27 Powlett Street East Melbourne VIC 3002,695.0,"[-37.812459, 144.985593]",3,1,1,Apartment / Unit / Flat,RT Edgar Albert Park,3002,618,"{'distance': 1237.8, 'duration': 192.1}","{'distance': 1535.5, 'duration': 200.1}"
166,3/126 Albert Street East Melbourne VIC 3002,450.0,"[-37.8105917, 144.9870423]",2,1,0,Apartment / Unit / Flat,Dingle Partners,3002,624,"{'distance': 1034.5, 'duration': 139.1}","{'distance': 1393.7, 'duration': 199.6}"
167,1/9 Garden Avenue East Melbourne VIC 3002,490.0,"[-37.8161239, 144.9885721]",2,1,1,Apartment / Unit / Flat,Dingle Partners,3002,627,"{'distance': 1094.2, 'duration': 159.6}","{'distance': 1411.6, 'duration': 184.4}"
168,506 Victoria Parade East Melbourne VIC 3002,790.0,"[-37.809935, 144.988228]",3,2,1,House,Dingle Partners,3002,622,"{'distance': 1324.3, 'duration': 161.3}","{'distance': 1324.3, 'duration': 161.3}"
169,21/8 Wellington Crescent East Melbourne VIC 3002,700.0,"[-37.8172238, 144.9776702]",3,1,1,Apartment / Unit / Flat,Harcourts Melbourne City,3002,641,"{'distance': 2163.5, 'duration': 299.0}","{'distance': 1195.6, 'duration': 167.4}"
170,125B George Street East Melbourne VIC 3002,660.0,"[-37.81553, 144.986258]",2,1,1,Townhouse,Caine Real Estate,3002,623,"{'distance': 1157.4, 'duration': 166.2}","{'distance': 1824.5, 'duration': 232.3}"
171,1302/1 Powlett Street East Melbourne VIC 3002,1800.0,"[-37.8161275, 144.984988]",3,2,2,Apartment / Unit / Flat,RT Edgar Toorak,3002,624,"{'distance': 1354.3, 'duration': 197.9}","{'distance': 1908.1, 'duration': 222.5}"
172,17/102 Jolimont Road East Melbourne VIC 3002,750.0,"[-37.8181952, 144.9789461]",2,2,1,Apartment / Unit / Flat,Caine Real Estate,3002,641,"{'distance': 2211.9, 'duration': 290.1}","{'distance': 1390.5, 'duration': 171.7}"
173,162 George Street East Melbourne VIC 3002,1300.0,"[-37.8150779, 144.9851819]",3,2,1,Townhouse,RT Edgar Toorak,3002,626,"{'distance': 1236.6, 'duration': 179.8}","{'distance': 1800.1, 'duration': 213.9}"
174,86 Hotham Street East Melbourne VIC 3002,475.0,"[-37.8141406, 144.9874786]",1,1,1,Apartment / Unit / Flat,BigginScott Richmond,3002,625,"{'distance': 935.8, 'duration': 136.5}","{'distance': 1691.6, 'duration': 245.1}"
175,102/279 Wellington Parade South East Melbourne VIC 3002,480.0,"[-37.8162335, 144.9760382]",1,1,1,Apartment / Unit / Flat,Marvelli Town & Associates,3002,642,"{'distance': 2328.0, 'duration': 287.3}","{'distance': 903.4, 'duration': 124.5}"
176,16/22 Agnes Street East Melbourne VIC 3002,530.0,"[-37.8177361, 144.9800992]",2,1,1,Apartment / Unit / Flat,Hodges Prahran South Yarra,3002,639,"{'distance': 2050.0, 'duration': 294.5}","{'distance': 1464.1, 'duration': 233.0}"
177,303V/162 Albert Street East Melbourne VIC 3002,485.0,"[-37.8100432, 144.9855313]",2,1,1,Apartment / Unit / Flat,Belle Property South Melbourne,3002,624,"{'distance': 1174.5, 'duration': 156.2}","{'distance': 1417.7, 'duration': 179.6}"
178,304/280 Albert Street East Melbourne VIC 3002,950.0,"[-37.8097936, 144.9817503]",2,2,1,Apartment / Unit / Flat,Real Estate Services by Mirvac,3002,624,"{'distance': 1537.3, 'duration': 191.0}","{'distance': 1286.2, 'duration': 159.3}"
179,East Melbourne VIC 3002,1500.0,"[-37.8161444, 144.9804594]",1,1,1,Apartment / Unit / Flat,Cubbi,3002,630,"{'distance': 2161.4, 'duration': 299.9}","{'distance': 1126.9, 'duration': 196.0}"
180,105M/201 Powlett Street East Melbourne VIC 3002,390.0,"[-37.8096583, 144.9856197]",1,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3002,626,"{'distance': 1093.3, 'duration': 140.5}","{'distance': 1093.3, 'duration': 140.5}"
181,710 / 10 St Andrews East Melbourne VIC 3002,590.0,"[-37.811829, 144.9767106]",0,1,1,Apartment / Unit / Flat,Cubbi,3002,628,"{'distance': 1346.6, 'duration': 188.3}","{'distance': 762.9, 'duration': 119.7}"
182,208V/162 Albert Street East Melbourne VIC 3002,510.0,"[-37.8100432, 144.9855313]",2,1,1,Apartment / Unit / Flat,Xynergy Realty Oakleigh,3002,624,"{'distance': 1174.5, 'duration': 156.2}","{'distance': 1417.7, 'duration': 179.6}"
183,115V/162 Albert Street East Melbourne VIC 3002,520.0,"[-37.8100432, 144.9855313]",2,1,1,Apartment / Unit / Flat,Leasing Melbourne Pty Ltd ,3002,624,"{'distance': 1174.5, 'duration': 156.2}","{'distance': 1417.7, 'duration': 179.6}"
184,26/211 Wellington Parade South East Melbourne VIC 3002,750.0,"[-37.8164312, 144.977452]",3,2,2,Apartment / Unit / Flat,Shine Real Estate Pty Ltd,3002,633,"{'distance': 2201.9, 'duration': 276.0}","{'distance': 1029.2, 'duration': 135.8}"
185,213/33 Cliveden Close East Melbourne VIC 3002,390.0,"[-37.8171001, 144.9767157]",1,1,1,Apartment / Unit / Flat,Jalin Realty Australia,3002,644,"{'distance': 2426.3, 'duration': 315.5}","{'distance': 1062.3, 'duration': 158.1}"
186,9/8 Wellington Crescent East Melbourne VIC 3002,780.0,"[-37.8172238, 144.9776702]",3,2,2,Apartment / Unit / Flat,International Equities Carlton,3002,641,"{'distance': 2163.5, 'duration': 299.0}","{'distance': 1195.6, 'duration': 167.4}"
187,560 Victoria Parade East Melbourne VIC 3002,990.0,"[-37.81013799999999, 144.990052]",4,1,0,House,Ember Estate Agents,3002,627,"{'distance': 1083.9, 'duration': 166.7}","{'distance': 1486.1, 'duration': 186.4}"
188,158 Simpson Street East Melbourne VIC 3002,995.0,"[-37.8106622, 144.9890725]",1,1,1,Apartment / Unit / Flat,Corporate Keys Australia,3002,624,"{'distance': 975.7, 'duration': 146.2}","{'distance': 1334.9, 'duration': 206.7}"
189,201/65 Dudley Street West Melbourne VIC 3003,420.0,"[-37.810221, 144.9506929]",1,1,0,Apartment / Unit / Flat,Waterdale Property Agent Pty Ltd,3003,595,"{'distance': 1207.6, 'duration': 198.5}","{'distance': 642.7, 'duration': 89.2}"
190,G02/135 Roden Street West Melbourne VIC 3003,580.0,"[-37.8083908, 144.9476329]",2,1,1,Apartment / Unit / Flat,Waterdale Property Agent Pty Ltd,3003,586,"{'distance': 1173.1, 'duration': 209.8}","{'distance': 911.8, 'duration': 126.2}"
191,78 Hawke Street West Melbourne VIC 3003,1100.0,"[-37.808169, 144.94545]",3,2,1,House,Jellis Craig Northcote,3003,582,"{'distance': 1221.8, 'duration': 212.1}","{'distance': 1067.4, 'duration': 139.3}"
192,201/65 Dudley Street West Melbourne VIC 3003,420.0,"[-37.810221, 144.9506929]",1,1,0,Apartment / Unit / Flat,Waterdale Property Agent Pty Ltd,3003,595,"{'distance': 1207.6, 'duration': 198.5}","{'distance': 642.7, 'duration': 89.2}"
193,260 Adderley Street West Melbourne VIC 3003,950.0,"[-37.8076896, 144.9440153]",3,3,0,Townhouse,Joseph Louis Realty,3003,578,"{'distance': 1327.6, 'duration': 221.1}","{'distance': 1173.2, 'duration': 148.3}"
194,603 Spencer Street West Melbourne VIC 3003,525.0,"[-37.806974, 144.946149]",2,1,1,House,BigginScott Richmond,3003,586,"{'distance': 1350.7, 'duration': 224.3}","{'distance': 885.5, 'duration': 119.9}"
195,503/9 Dryburgh Street West Melbourne VIC 3003,500.0,"[-37.806619, 144.9424148]",2,2,1,Apartment / Unit / Flat,Motion Property,3003,577,"{'distance': 1679.4, 'duration': 283.0}","{'distance': 1377.8, 'duration': 186.6}"
196,29 Ireland Street West Melbourne VIC 3003,1100.0,"[-37.8077127, 144.9450198]",3,2,1,House,Alexkarbon Real Estate Pty Ltd,3003,580,"{'distance': 1279.7, 'duration': 226.0}","{'distance': 1030.5, 'duration': 145.3}"
197,"Level 2, 208/16 Anderson Street West Melbourne VIC 3003",390.0,"[-37.8056962, 144.9421047]",1,1,0,Apartment / Unit / Flat,Alexkarbon Real Estate Pty Ltd,3003,576,"{'distance': 1743.9, 'duration': 298.5}","{'distance': 1442.3, 'duration': 202.0}"
198,2 Stanley Street West Melbourne VIC 3003,510.0,"[-37.8066707, 144.9515609]",2,1,0,House,W. B. Simpson & Son,3003,593,"{'distance': 1377.7, 'duration': 212.4}","{'distance': 390.1, 'duration': 70.0}"
199,202/87-89 Roden Street West Melbourne VIC 3003,575.0,"[-37.807424, 144.9486787]",2,2,1,Apartment / Unit / Flat,W. B. Simpson & Son,3003,589,"{'distance': 1322.5, 'duration': 216.0}","{'distance': 986.8, 'duration': 130.8}"
200,306/493 Victoria Street West Melbourne VIC 3003,390.0,"[-37.8047323, 144.9435012]",2,1,1,Apartment / Unit / Flat,W. B. Simpson & Son,3003,576,"{'distance': 1539.4, 'duration': 206.3}","{'distance': 1096.9, 'duration': 148.5}"
